Date,NJ Municipality,Number of Cases
april-3-2020,somerdale,4
april-3-2020,voorhees township,16
april-3-2020,waterford township,3
april-3-2020,winslow township,34
april-3-2020,woodlynne,2
april-3-2020,avalon,5
april-3-2020,cape may,1
april-3-2020,dennis township,3
april-3-2020,lower township,7
april-3-2020,middle township,5
april-3-2020,north wildwood,2
april-3-2020,ocean township,4
april-3-2020,sea isle city,0
april-3-2020,upper township,4
april-3-2020,wildwood,4
april-3-2020,wildwood crest,4
april-3-2020,bridgeton,4
april-3-2020,commercial township,1
april-3-2020,deerfield township,1
april-3-2020,hopewell,2
april-3-2020,lawrence township,1
april-3-2020,millville,5
april-3-2020,vineland,19
april-3-2020,upper deerfield township,1
april-3-2020,belleville,165
april-3-2020,bloomfield,153
april-3-2020,caldwell,23
april-3-2020,cedar grove,42
april-3-2020,east orange,279
april-3-2020,essex fells,8
april-3-2020,fairfield township,23
april-3-2020,glen ridge,13
april-3-2020,irvington,226
april-3-2020,livingston,119
april-3-2020,maplewood,59
april-3-2020,millburn,49
april-3-2020,montclair,109
april-3-2020,newark,795
april-3-2020,nutley,120
april-3-2020,city of orange,137
april-3-2020,roseland,20
april-3-2020,south orange village,26
april-3-2020,verona,33
april-3-2020,west caldwell,29
april-3-2020,west orange,168
april-3-2020,clayton,2
april-3-2020,deptford township,25
april-3-2020,east greenwich township,7
april-3-2020,franklin,3
april-3-2020,greenwich township,12
april-3-2020,glassboro,14
april-3-2020,harrison,34
april-3-2020,logan township,5
april-3-2020,mantua township,8
april-3-2020,monroe township,126
april-3-2020,national park,1
april-3-2020,paulsboro,4
april-3-2020,pitman,3
april-3-2020,swedesboro,1
april-3-2020,wenonah,1
april-3-2020,west deptford township,8
april-3-2020,westville,3
april-3-2020,woodbury,7
april-3-2020,woodbury heights,3
april-3-2020,woolwich township,15
april-3-2020,bayonne,184
april-3-2020,east newark,5
april-3-2020,guttenberg,15
april-3-2020,hoboken,152
april-3-2020,kearny,88
april-3-2020,north bergen,263
april-3-2020,secaucus,87
april-3-2020,union township,3
april-3-2020,west new york,77
april-3-2020,alexandria township,2
april-3-2020,bethlehem township,4
april-3-2020,bloomsbury,1
april-3-2020,califon,2
april-3-2020,clinton township,1
april-3-2020,delaware township,4
april-3-2020,east amwell township,4
april-3-2020,flemington,6
april-3-2020,frenchtown,2
april-3-2020,glen gardner,1
april-3-2020,hampton,4
april-3-2020,high bridge,5
april-3-2020,holland township,5
april-3-2020,kingwood township,2
april-3-2020,lambertville,9
april-3-2020,lebanon,2
april-3-2020,lebanon township,4
april-3-2020,raritan township,29
april-3-2020,readington township,14
april-3-2020,tewksbury township,4
april-3-2020,west amwell township,3
april-3-2020,carteret,57
april-3-2020,cranbury,5
april-3-2020,dunellen,14
april-3-2020,east brunswick,96
april-3-2020,edison,79
april-3-2020,helmetta,6
april-3-2020,highland park,22
april-3-2020,jamesburg,17
april-3-2020,metuchen,14
april-3-2020,middlesex,26
april-3-2020,milltown,6
april-3-2020,new brunswick,74
april-3-2020,north brunswick,71
april-3-2020,old bridge township,129
april-3-2020,perth amboy,143
april-3-2020,piscataway,79
april-3-2020,plainsboro township,34
april-3-2020,sayreville,79
april-3-2020,south amboy,17
april-3-2020,south brunswick,44
april-3-2020,south plainfield,56
april-3-2020,south river,27
april-3-2020,spotswood,5
april-3-2020,woodbridge township,172
april-3-2020,aberdeen township,43
april-3-2020,allentown,1
april-3-2020,asbury park,24
april-3-2020,atlantic highlands,8
april-3-2020,avon-by-the-sea,3
april-3-2020,belmar,4
april-3-2020,bradley beach,7
april-3-2020,brielle,10
april-3-2020,colts neck township,23
april-3-2020,deal,7
april-3-2020,eatontown,47
april-3-2020,englishtown,7
april-3-2020,fair haven,13
april-3-2020,farmingdale,6
april-3-2020,freehold township,111
april-3-2020,hazlet,59
april-3-2020,highlands,6
april-3-2020,holmdel township,55
april-3-2020,howell township,116
april-3-2020,keansburg,30
april-3-2020,keyport,10
april-3-2020,lake como,4
april-3-2020,little silver,17
april-3-2020,loch arbour,1
april-3-2020,long branch,55
april-3-2020,manalapan township,130
april-3-2020,manasquan,14
april-3-2020,marlboro township,110
april-3-2020,matawan,33
april-3-2020,middletown township,137
april-3-2020,millstone,2
april-3-2020,monmouth beach,5
april-3-2020,neptune township,66
april-3-2020,oceanport,18
april-3-2020,red bank,29
april-3-2020,rumson,19
april-3-2020,sea bright,2
april-3-2020,sea girt,5
april-3-2020,shrewsbury,16
april-3-2020,shrewsbury township,3
april-3-2020,spring lake,5
april-3-2020,spring lake heights,7
april-3-2020,tinton falls,27
april-3-2020,union beach,1
april-3-2020,upper freehold township,15
april-3-2020,wall township,55
april-3-2020,west long branch,1
april-3-2020,boonton,14
april-3-2020,boonton township,13
april-3-2020,butler,18
april-3-2020,chatham township,18
april-3-2020,chester township,6
april-3-2020,denville township,31
april-3-2020,dover,82
april-3-2020,east hanover township,44
april-3-2020,florham park,44
april-3-2020,hanover township,33
april-3-2020,harding township,13
april-3-2020,jefferson township,28
april-3-2020,kinnelon,15
april-3-2020,lincoln park,35
april-3-2020,long hill township,9
april-3-2020,madison,28
april-3-2020,mendham township,18
april-3-2020,mine hill township,7
april-3-2020,montville,56
april-3-2020,morris plains,13
april-3-2020,morris township,61
april-3-2020,morristown,84
april-3-2020,mount arlington,4
april-3-2020,mount olive township,39
april-3-2020,mountain lakes,7
april-3-2020,netcong,7
april-3-2020,parsippany-troy hills,109
april-3-2020,pequannock township,30
april-3-2020,randolph,58
april-3-2020,riverdale,9
april-3-2020,rockaway,14
april-3-2020,rockaway township,41
april-3-2020,roxbury township,36
april-3-2020,victory gardens,7
april-3-2020,wharton,30
april-3-2020,barnegat township,39
april-3-2020,barnegat light,2
april-3-2020,bay head,2
april-3-2020,beach haven,4
april-3-2020,beachwood,12
april-3-2020,berkeley township,91
april-3-2020,brick township,139
april-3-2020,island heights,2
april-3-2020,jackson township,120
april-3-2020,lacey township,37
april-3-2020,lakehurst,3
april-3-2020,lakewood township,524
april-3-2020,lavallette,3
april-3-2020,little egg harbor township,10
april-3-2020,long beach township,5
april-3-2020,manchester township,72
april-3-2020,plumsted township,4
april-3-2020,point pleasant beach,4
april-3-2020,point pleasant,48
april-3-2020,seaside heights,6
april-3-2020,seaside park,2
april-3-2020,ship bottom,4
april-3-2020,south toms river,17
april-3-2020,surf city,4
april-3-2020,stafford township,29
april-3-2020,toms river,221
april-3-2020,bloomingdale,19
april-3-2020,clifton,234
april-3-2020,haledon,24
april-3-2020,hawthorne,58
april-3-2020,little falls,17
april-3-2020,north haledon,18
april-3-2020,passaic,178
april-3-2020,paterson,238
april-3-2020,pompton lakes,32
april-3-2020,prospect park,13
april-3-2020,ringwood,23
april-3-2020,totowa,18
april-3-2020,wanaque,40
april-3-2020,wayne,151
april-3-2020,west milford,36
april-3-2020,woodland park,27
april-3-2020,alloway township,3
april-3-2020,carneys point township,1
april-3-2020,elmer,1
april-3-2020,quinton township,1
april-3-2020,oldmans township,1
april-3-2020,penns grove,6
april-3-2020,pennsville township,5
april-3-2020,pilesgrove township,1
april-3-2020,salem,2
april-3-2020,woodstown,3
april-3-2020,bedminster,11
april-3-2020,bernards township,36
april-3-2020,bernardsville,16
april-3-2020,bound brook,18
april-3-2020,branchburg,27
april-3-2020,bridgewater township,63
april-3-2020,far hills,2
april-3-2020,green brook township,23
april-3-2020,hillsborough township,45
april-3-2020,manville,22
april-3-2020,montgomery,20
april-3-2020,north plainfield,35
april-3-2020,peapack and gladstone,3
april-3-2020,raritan,10
april-3-2020,rocky hill,2
april-3-2020,somerville,21
april-3-2020,south bound brook,10
april-3-2020,warren township,22
april-3-2020,watchung,15
april-3-2020,andover,1
april-3-2020,andover township,12
april-3-2020,branchville,2
april-3-2020,byram township,9
april-3-2020,frankford township,7
april-3-2020,fredon township,3
april-3-2020,green township,3
april-3-2020,hamburg,3
april-3-2020,hardyston township,10
april-3-2020,hopatcong,20
april-3-2020,lafayette township,1
april-3-2020,montague township,1
april-3-2020,newton,25
april-3-2020,ogdensburg,3
april-3-2020,sandyston township,2
april-3-2020,sparta township,30
april-3-2020,stanhope,5
april-3-2020,sussex,4
april-3-2020,vernon township,20
april-3-2020,wantage township,13
april-3-2020,berkeley heights,41
april-3-2020,clark,33
april-3-2020,cranford,72
april-3-2020,elizabeth,526
april-3-2020,kenilworth,18
april-3-2020,linden,168
april-3-2020,mountainside,9
april-3-2020,new providence,21
april-3-2020,plainfield,73
april-3-2020,rahway,70
april-3-2020,roselle,38
april-3-2020,scotch plains,34
april-3-2020,springfield township,42
april-3-2020,summit,40
april-3-2020,westfield,39
april-3-2020,allamuchy township,7
april-3-2020,belvidere,2
april-3-2020,blairstown,3
april-3-2020,frelinghuysen township,1
april-3-2020,hackettstown,10
april-3-2020,hardwick township,2
april-3-2020,harmony township,5
april-3-2020,hope township,7
april-3-2020,independence township,2
april-3-2020,knowlton township,3
april-3-2020,liberty township,3
april-3-2020,lopatcong township,15
april-3-2020,phillipsburg,24
april-3-2020,pohatcong township,5
april-3-2020,washington,8
april-3-2020,white township,9
april-4-2020,allendale,21
april-4-2020,alpine,11
april-4-2020,bergenfield,252
april-4-2020,bogota,65
april-4-2020,carlstadt,28
april-4-2020,cliffside park,125
april-4-2020,closter,25
april-4-2020,cresskill,33
april-4-2020,demarest,19
april-4-2020,dumont,91
april-4-2020,east rutherford,39
april-4-2020,edgewater,52
april-4-2020,elmwood park,121
april-4-2020,emerson,29
april-4-2020,englewood,229
april-4-2020,englewood cliffs,15
april-4-2020,fair lawn,191
april-4-2020,fairview,72
april-4-2020,fort lee,132
april-4-2020,franklin lakes,55
april-4-2020,garfield,149
april-4-2020,glen rock,47
april-4-2020,hackensack,304
april-4-2020,harrington park,6
april-4-2020,hasbrouck heights,61
april-4-2020,haworth,10
april-4-2020,hillsdale,41
april-4-2020,ho-ho-kus,19
april-4-2020,leonia,39
april-4-2020,little ferry,55
april-4-2020,lodi,152
april-4-2020,lyndhurst,87
april-4-2020,mahwah,79
april-4-2020,maywood,40
april-4-2020,midland park,31
april-4-2020,montvale,34
april-4-2020,moonachie,23
april-4-2020,new milford,126
april-4-2020,north arlington,53
april-4-2020,northvale,16
april-4-2020,norwood,25
april-4-2020,oakland,58
april-4-2020,old tappan,34
april-4-2020,oradell,48
april-4-2020,palisades park,63
april-4-2020,paramus,148
april-4-2020,park ridge,36
april-4-2020,ramsey,50
april-4-2020,ridgefield,49
april-4-2020,ridgefield park,73
april-4-2020,ridgewood,103
april-4-2020,river edge,59
april-4-2020,river vale,24
april-4-2020,rochelle park,32
april-4-2020,rockleigh,2
april-4-2020,rutherford,49
april-4-2020,saddle brook,79
april-4-2020,saddle river,17
april-4-2020,south hackensack,22
april-4-2020,teaneck,421
april-4-2020,tenafly,50
april-4-2020,teterboro,1
april-4-2020,upper saddle river,32
april-4-2020,waldwick,45
april-4-2020,wallington,35
april-4-2020,washington township,3
april-4-2020,westwood,46
april-4-2020,wood-ridge,27
april-4-2020,woodcliff lake,41
april-4-2020,wyckoff,74
april-4-2020,beverly,4
april-4-2020,bordentown,4
april-4-2020,bordentown township,11
april-4-2020,burlington,4
april-4-2020,burlington township,26
april-4-2020,chesterfield township,1
april-4-2020,cinnaminson township,6
april-4-2020,delanco township,4
april-4-2020,delran township,17
april-4-2020,eastampton township,5
april-4-2020,edgewater park,4
april-4-2020,evesham township,31
april-4-2020,florence township,4
april-4-2020,hainesport township,5
april-4-2020,lumberton township,9
april-4-2020,mansfield township,8
april-4-2020,maple shade township,10
april-4-2020,medford,9
april-4-2020,medford lakes,0
april-4-2020,moorestown,21
april-4-2020,mount holly,10
april-4-2020,mount laurel,31
april-4-2020,new hanover township,1
april-4-2020,north hanover township,2
april-4-2020,palmyra,3
april-4-2020,pemberton,1
april-4-2020,pemberton township,21
april-4-2020,riverside township,6
april-4-2020,riverton,9
april-4-2020,shamong township,4
april-4-2020,southampton township,2
april-4-2020,springfield township,75
april-4-2020,tabernacle township,6
april-4-2020,westampton township,9
april-4-2020,willingboro township,58
april-4-2020,wrightstown,0
april-4-2020,audubon,4
april-4-2020,barrington,5
april-4-2020,bellmawr,6
april-4-2020,berlin,2
april-4-2020,berlin township,1
april-4-2020,brooklawn,3
april-4-2020,camden,34
april-4-2020,cherry hill,79
april-4-2020,chesilhurst,1
april-4-2020,collingswood,4
april-4-2020,gloucester township,50
april-4-2020,haddon heights,3
april-4-2020,haddon township,1
april-4-2020,haddonfield,8
april-4-2020,lawnside,1
april-4-2020,lindenwold,13
april-4-2020,magnolia,3
april-4-2020,merchantville,3
april-4-2020,oaklyn,3
april-4-2020,pennsauken township,30
april-4-2020,pine hill,9
april-4-2020,runnemede,2
april-4-2020,stratford,1
april-4-2020,somerdale,4
april-4-2020,voorhees township,20
april-4-2020,waterford township,5
april-4-2020,winslow township,46
april-4-2020,woodlynne,2
april-4-2020,avalon,5
april-4-2020,cape may,1
april-4-2020,dennis township,3
april-4-2020,lower township,7
april-4-2020,middle township,5
april-4-2020,north wildwood,2
april-4-2020,ocean township,6
april-4-2020,sea isle city,0
april-4-2020,upper township,4
april-4-2020,wildwood,4
april-4-2020,wildwood crest,4
april-4-2020,bridgeton,4
april-4-2020,commercial township,1
april-4-2020,deerfield township,1
april-4-2020,hopewell,2
april-4-2020,lawrence township,1
april-4-2020,maurice river township,1
april-4-2020,millville,6
april-4-2020,vineland,20
april-4-2020,upper deerfield township,1
april-4-2020,belleville,194
april-4-2020,bloomfield,180
april-4-2020,caldwell,24
april-4-2020,cedar grove,42
april-4-2020,east orange,310
april-4-2020,essex fells,8
april-4-2020,fairfield township,29
april-4-2020,glen ridge,15
april-4-2020,irvington,255
april-4-2020,livingston,145
april-4-2020,maplewood,69
april-4-2020,millburn,56
april-4-2020,montclair,130
april-4-2020,newark,946
april-4-2020,nutley,137
april-4-2020,city of orange,163
april-4-2020,roseland,23
april-4-2020,south orange village,31
april-4-2020,verona,35
april-4-2020,west caldwell,30
april-4-2020,west orange,194
april-4-2020,clayton,2
april-4-2020,deptford township,31
april-4-2020,east greenwich township,10
april-4-2020,franklin,4
april-4-2020,greenwich township,16
april-4-2020,glassboro,15
april-4-2020,harrison,34
april-4-2020,logan township,5
april-4-2020,mantua township,11
april-4-2020,monroe township,127
april-4-2020,national park,1
april-4-2020,paulsboro,5
april-4-2020,pitman,3
april-4-2020,swedesboro,1
